measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,102,United States of America,1,Male,22,All ages,1008,Eye cancer,1,Number,2018,238.5035755,252.3239888,220.8643305
1,Deaths,102,United States of America,2,Female,22,All ages,1008,Eye cancer,1,Number,2018,202.6044077,219.8817747,177.917613
1,Deaths,163,India,1,Male,12,35-39 years,417,Liver cancer,1,Number,2014,459.1427957,581.0584407,379.9671033
1,Deaths,163,India,2,Female,12,35-39 years,417,Liver cancer,1,Number,2014,160.5133296,188.2749907,136.9979501
1,Deaths,163,India,1,Male,13,40-44 years,417,Liver cancer,1,Number,2014,717.3380111,893.4463915,597.4469232
1,Deaths,163,India,2,Female,13,40-44 years,417,Liver cancer,1,Number,2014,252.5875977,292.3369598,216.6747064
1,Deaths,163,India,1,Male,14,45-49 years,417,Liver cancer,1,Number,2014,1142.342434,1360.41542,967.0150205
1,Deaths,163,India,2,Female,14,45-49 years,417,Liver cancer,1,Number,2014,348.3559833,414.7560691,293.0998297
1,Deaths,163,India,1,Male,22,All ages,417,Liver cancer,1,Number,2014,16824.18526,18638.56887,15068.95596
1,Deaths,163,India,2,Female,22,All ages,417,Liver cancer,1,Number,2014,8355.322829,9288.908716,7264.687763
1,Deaths,163,India,1,Male,12,35-39 years,429,Breast cancer,1,Number,2014,37.04371404,47.67204042,21.93364862
1,Deaths,163,India,2,Female,12,35-39 years,429,Breast cancer,1,Number,2014,3484.641962,3891.645424,3085.179951
1,Deaths,163,India,1,Male,13,40-44 years,429,Breast cancer,1,Number,2014,57.78722125,73.96656434,33.21610949
1,Deaths,163,India,2,Female,13,40-44 years,429,Breast cancer,1,Number,2014,5203.140722,5915.220777,4577.93867
1,Deaths,163,India,1,Male,14,45-49 years,429,Breast cancer,1,Number,2014,76.96875493,96.84056629,42.71886555
1,Deaths,163,India,2,Female,14,45-49 years,429,Breast cancer,1,Number,2014,6030.171049,6682.40914,5396.906095
